ids,comment_type,comment_text
504,2P1,"Оплата за кофе. Счет №117449¶от 02.05.2023 г. Сумма 31 680-¶00¶тенге в т.ч. НДС(12%) 3 394-29¶тенге Платежи за товары, за¶исключением¶ недвижимости и товаров с¶кодами назначения платежей¶711, 712 и 713"
505,2P1,"За товары. За товары. Оплата¶за кофе. Cчет на оплату¶№117589 о¶т 03.05.2023г. С НДС 1131,43¶тенге"
506,2P1,"Оплата за товары на основании договора AI-24-23 от 31 июля 2023 годаВключая НДС 12% – 7 661,57 ? Платежи за товары, за исключением недвижимост и и товаров с кодами назначения платежей 711, 712 и 713, (филиал получ. No CASPKZKA)"
507,2P1,"оплата по счету № 925 от 3 мая 2023г (в том числе НДС = 40377. 86) Платежи за товары, за исключением недвижимости и товаров с кодами  назначения платежей 711, 712 и 713,"
508,2P1,"Референс 2617622301 согласно¶трехсторонного договора №22/04/01 Куплипродажи пшеницы , между организациями¶ТОО ""Baitursun.kz"" , ТОО ""Аққөл Құс"" и ТОО¶""Шымкент Құс"" Платежи за товары, за¶исключением недвижимости и товаров с¶кодами назначения платежей 711, 712 и 713,"
509,2P1,"Сторнирование Комиссии. операция¶Переводные операции в тенге по счету¶KZ94998CTB0001462944 в сумме 2 000.00¶KZT, начислена 06.09.2"
510,2P1,"Оплата за кофе по Сч№94191 от¶01.11.22 Сумма 316 800-00 тенге¶в т.ч. НДС(12%) 33 942-86¶тенге.Платежи за товары, за¶исключением недвижимости и¶товаров с КНП 711, 712 и 713"
511,2P1,Оплата за кунделик 20 школа г Алматы Без НДС Прочие платежи по разделу 8 (филиал получ. No CASPKZKA)
512,2P1,"Референс 2523559117 Оплата за пшеницу¶согласно счета №4 от 29.03.2022 г. Сумма 4¶920 900-00 тенге в т.ч. НДС(12%) 527 239-29¶тенге Платежи за товары, за исключением¶недвижимости и товаров с кодами назначения¶платежей 711, 712 и 713,"
513,2P1,За кофе счет № 89518 19\09\2022 Платежи за товары (филиал получ. No CASPKZKA)
514,2P1,За товары. Оплата согласно счету на оплату №20 от 06.10.2022 г.
515,1X,"Выдача наличных, по карте 533193******6357, ATM 26071 CBO 2,SEMEY,SEMEY,KZ, 15.11.21 на сумму 100000(KZT), Терминал 00026071"
516,2P1,"За товары. Оплата за товар, согл.счета 472 от 31 марта 2022г"
517,2P1,"а услуги. Оплата по счету №8 от 24 июля 2023г. Договор транспортно-экспедиторского обслуживания №RTP-1-290422 от 29.04.2022 "
518,2P1,"Договор № SBA 66 от 31.01.2023г. СФ 1 от 06.02.2023г. За обучение. Сумма 535 080- 00 тенге без НДС Платежи за образовательные услуги, (филиал получ. No CASPKZKA)"
519,2P1,"Оплата за материал №б от 11.07.2022 гБез НДС Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713, (филиал получ. No CASPK"
520,2P1,За почтовые и курьерские услуги. СЧЕТ No СЧ-ДЭК126 от 31 Декабря 2022 г
521,2P1,"Оплата за товар согласно счета¶на оплату № 94785 от 07.11.2022¶ (в том числе НДС = 2262.86)¶Платежи за товары, за¶исключением недвижи¶мости и товаров с кодами¶назначения платежей 711, 712 и¶713,"
522,2P1,"Оплата за товар согл.сч. б/н от 28.02.23 Сумма 34 389-00 тенге.Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713"
523,2P1,"За производство по накл. №б/н от 21.03.2021(Столичный)Сумма 464 708 -00 тенгебез налога Платежи за товары , за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,¶"
524,2P1,Оплата за услуги по технической поддержке сайтов сог. дог. №12 от 21.01.2021г за сентябрь м-ц 2021 г НДС не облагается
525,2P1,"MT100 | 710 | За товары. Согласно счет на оплату №59 от 28,07,2022."
526,2P1,"Оплата за товар согласно счету № 281 от 27.09.2022 . Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. (филиал получ. No CASPKZKA)"
527,2P1,"эсф 8335 от 07.09.22 капсулы кофе в офис¶Платежи за товары, за¶ исключением недвижимости и товаров с¶кодами назначения платежей 711,¶712 и 713,"
528,2P1,"За капсулы по счету №89354 от 16.09.2022 г.¶Сумма 21 120-00 те¶нге в т.ч. НДС(12%) 2 262-86 тенге (в том¶числе НДС = 2262.86 KZT) П¶латежи за товары, за исключением¶недвижимости и товаров с кодами назна¶чения платежа 711, 712 и 713"
529,2P1,"Референс 2542040840 согласно трехсторонного договора №22/04/01 Куплипродажи пшеницы , между организациями ТОО ""Baitursun.kz"" , ТОО ""Аққөл Құс"" и ТОО ""Шымкент Құс"" (в том числе НДС = 214285.71) Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
530,2C,"Выплата вклада по Договору № 01/ДФЛ/2022/081933N от 20.10.2022. Вкладчик: Товарищество с ограниченной ответственностью ""Нетворк логистик"""
531,2P1,"согласно счета на оплату№186 от¶04.08.2022г за запасные части. (в том числе¶НДС = 125925.00) Платежи за товары, за¶исключением недв ижимости и товаров с¶кодами назначения платежей 711, 712 и¶713, (филиал получ. No CASPKZKA)"
532,2P1,Оплата за услуги согласно договора №1 от25.03.22 г. В т.ч. НДС 535714.29 Платежи за строительные услуги (филиал получ. No CASPKZKA)
533,2P1,За товары. Согласно накладной¶#00000004061 от 19.07.2022 года
534,1K2,"Референс 2826541921 По договору №2 от 10.05.2022 Прочие займы,¶"
535,2P1,"За мясо птицы Договор №55 от 21.01.2022г. (в том числе НДС = 10 624,95 KZT)"
536,1BП,Перевод
537,2P1,"За товары. С НДС: 25 790,83 тенге."
538,1K2,Прочие переводы
539,2P1,За товары. Согласно¶счета на оплату¶№000000000632 от 22¶апреля¶ 2022г.
540,2P1,"Референс 2666335033 Оплата согласно Счет на оплату № 292 от 14 октября 2022 г. за товар Воздушная завеса (в том числе НДС = 185 021,79 KZT)"
541,1H1,OCMC за октябрь 2022
542,2P1,"за кофе согласно счета на оплату № 92174 от 13.10.2022 (в томчисле НДС = 1 131,43 KZT) (филиал получ. No CASPKZKA)"
543,2P1,"за товар по сч бн от 30.06.2022. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713 "
544,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, 08.04.23, на сумму: 4100000, (KZT), 6012"
545,2P3,За прочие переводы
546,2P1,"Оплата за товар, сог-но счета №91792 11/10/2022г. Платежи за товары, за исключением недвижимости и товаров с кодами назначения плате жей 711, 712 и 713, (филиал получ. No CASPKZKA)"
547,2P1,"Оплата сч. № 89857 от 22.09.2022 г. за кофе¶ в т.ч. НДС(12%¶) 4 525-71 тенге Платежи за товары, за¶исключением недвижимости и това¶ров с кодами назначения платежей 711, 712¶и 713,"
548,2P1,"ПОКУПКА ПОДДОНА ДЛЯ КОФЕМАШИНЫ¶НА 1 1ЭТАЖЕ/PURCHASE OF THE TRA¶Y FOR,КАП СУЛЫ LAVAZZA ДЛЯ¶СОТРУДНИКОВ/CAPSUL ES LAVAZZA FOR¶EMPLOYEES¶ FOR OCTOBE R 22 Платежи за товары, за¶исключен"
549,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, 21/07/2022, на сумму: 50000, (KZT), 6012"
550,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, 03.03.23, на сумму: 950000, (KZT), 6012"
551,2P1,"За кофе по с-ф №000009323 от 16.11.2021г. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711,"
552,2P1,За почтовые и курьерские услуги. СЧЕТ № СЧ-ДЭК497 от 31.07.23 г. за Курьерские услуги по договору № IM-KZ-ALM112-64 от 31 Марта 2023
553,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, 10.03.23, на сумму: 600000, (KZT), 6012"
554,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, 09.03.23, на сумму: 1000000, (KZT), 6012"
555,2P1,За витамины согласно накладной 296 от 02.12.2021
556,2P1,"согласно счёта СЧ-ДЭК427 от 04.06.2023 В т.ч. НДС 576,00 Платежи за почтовые и курьерские услуги"
557,2P1,"За капсулы согл. сч № 89505 от¶19.09.2022Сумма 21 120-00 тенге¶ без НДС Платежи за товары, за¶исключением недвижимости и товаров с ко¶дами назначения платежей 711, 712 и 713,"
558,2P1,"счет №ДЭК327 от 30.06\1-ТЭА-АНТ5017 от 15.06.23. Включая НДС 12% — 232,48 ?. Платежи за почтовые и курьерские услуги."
559,2H1,"Референс 2607391587 СУБП: Homebank. Платежи за недвижимость, находящуюся на территории Республики Казахстан. Референс: 9C175961027"
560,2P1,За товары. по счету на оплату №88671от¶11.09.22
561,2P1,"Оплата по накладной № 2947 от¶31.05.2022 года. В т.ч. НДС 3569¶.79 Платежи за товары, за исключением¶недвижимости и товаров с кодами¶назначения платежей 711, 712 и 713,"
562,2P1,"За товары. Платежи за товары, согласно счета на оплату №424 от 24.03.22г., №431 от 25.03.22г. С НДС: 76335,68 тенге."
563,2P1,"За товары. Оплата за товар, согл.счета 329 от 10 марта 2022 г."
564,2P1,"За товары. Оплата¶товара, согласно¶накладной №00000002033¶от 2¶1.04.22г. С НДС: 11 385,00¶тенге."
565,2P1,"Референс 2445416288 Оплата за курс¶""Первоначальная теоритическая подготовка¶внешнего пилота БПЛА"" счет-фактура № 66¶от 27.10.2021г. в т.ч. НДС(без НДС) 0-00¶тенге Платежи за профессиональные, научные¶и технические услуги,"
566,1C,Снятие с текущего счета ЮЛ/ПБОЮЛ через АК. (Снятие наличных денег с текущих или корреспондентских счетов)
567,2P1,"За почтовые и курьерские услуги. С НДС 1 141,20 ?."
568,2P1,Платежи за почтовые и курьерские услуги Оплата за курьерские у слуги согласно № СЧ-ДЭК355 от 30.04.2023 года.(в том числе НДС1601.49)
569,2P1,За товары. за кофе согласно счета №57505 01.11.2021.
570,2P1,"Оплата за кофе Капсула LF, согласно счета¶№1955 от 27.09.2022¶г. В т.ч. НДС 2262.86 Платежи за товары, за¶исключением недвижимости и¶ товаров с кодами назначения платежей 711,¶712 и 713"
571,2P1,Оплата за кофе согласно счета на оплату¶№90417от 28.09.2022г.¶Сумма 17 500-00 тенге в т.ч. НДС(12%)¶1 875-00 тенге
572,1H2, НДС по импорту (Torrefattori в¶зернах ВТО) Начисленные¶(исчисленные) и иные¶обязательства в бюджет.¶Период : 05.2023
573,2C,"Возмещение субсидий, поступивших с АО ""ФРП ДАМУ"" по ДБЗ №00517/21- 01МСБ/010L ТОО Concierge Service TMT за 21.02.2023г., согл-но СЗ №26/728 от 15.03.2023г. КНП: 430"
574,2P1,"За товары. С НДС: 42 884,31 тенге."
575,2H1,"Референс 2607391238 СУБП: Homebank. Платежи за недвижимость, находящуюся на территории Республики Казахстан. Референс: 9C175960971"
576,2P1,Согласно счету № 90566 от 29.09.2022 кофе
577,1X,7-DOSTYK GALMART SUPER
578,1KOHB,Референс 2580528313 Покупка иностранной¶валюты за тенге вне биржи. Цель: выполнение¶обязательств по займам.
579,2P1,"за товар согл Счета № 103 от 03.02.2022 Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
580,1P,"Возврат Возврат средств за непредоставленные услуги,"
581,2P1,"За профессиональные, научные и технические услуги. использование приложения mektepmenu.kz за май 2022 г. школа С. Алмалыбак."
582,2C,"Выплата процентов по договору № 01/ДФЛ/2022/116359N от 14.12.2022 в сумме 134300000 KZT. Вкладчик: Товарищество с ограниченной ответственностью ""Нетворк логистик"""
583,1H2,СН за 1 полугодие 2023г. 
584,1BП,Переводы клиентом/ Перевод 
585,2P3,"Перевод собственных средств с карты Kaspi Business  №537040CJQFJL5829 на текущий счет №KZ06722S000014411606, от 26/07/2022"
586,2P1,За товары. Согласно счета на оплату №00000000806 от 13 мая 2022г.
587,2P1,Оплата за ремонт  ЭПА по сч/о №7 от 13.06.2022г. по дог № 1-2022 от 12.01.2022г. Сумма 800 000-00  тенге  без НДС
588,2P1,"Оплата за тмц согласно авр №29 от¶24.06.22 Сумма 130 600-00 тенге в т.ч.¶НДС(Ставка НДС 12%) 13 992-86 тенге¶Платежи за профессионал ьные, научные и¶технические услуги, (филиал получ. No¶CASPKZKA)"
589,2P1,"Оплата за трубы ппу 273 мм согласно счета¶на оплату №38 от 25августа 2022 года и¶договора №7 от 24.08.2022 года (в том¶числе НДС = 2 135 625,00 KZT) (филиал¶получ. No CASPKZKA)"
590,1H1,ОПВ  за ноябрь 2022г. + ГПХ
591,1C,Перевод денежных средств. Прочие безвозмездные переводы денег
592,1CP/C,Перевод собственных средств на карту¶Kaspi Gold *32
593,2P1,"Оплата за тмц согласно счету № 89999 от¶23.09.2022г. В т.ч. Н¶ДС 4525.71 Платежи за товары, за¶исключением недвижимости и товаров с¶кодами назначения платежей 711, 712 и 713"
594,2P1,За товары. Счет на оплату за 5 мая 2022 г.
595,2P1,"За капсулы согл. сч № 87878 от¶01.09.2022Сумма 31 680-00 тенге¶ без НДС Платежи за товары, за¶исключением недвижимости и товаров с ко¶дами назначения платежей 711, 712 и 713"
596,2P1,"За товары. Оплата за товар, согласно¶накладной №6410 от 19.09.¶2022"
597,2P1,"Договор № SKCU 384 от 14.09.2022. сф 5 от 07102022. за обучени е Сумма 5 652 875-00 тенге без НДС Платежи за образовательные услуги,"
598,2P1,"Согл Счёт на оплату №91371 от 06.10.2022г.¶Сумма 10 560-00 тенге в т.ч. НДС(12%)¶1 131-43 тенге.Платежи за товары, за¶исключением недвижимости и товаров с КНП¶711, 712 и 713"
599,2P1,За товары.
600,2P1,"Оплата за товары¶согласно ЭСФ и счета №¶588 от 19.04.2022 г. за¶куриное филе"
601,2P1,"Референс 2671859494 Оплата за ТМЦ согласно счета на оплату N321 от 22.10.2022 г. Сумма 311 543 тенге. (в том числе НДС = 25 753,93 KZT) Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
602,2P1,"MT100 | 859 | Оплата за услуги авиапатрулирования БПЛА (полеты №3) согласно договору №649801/2022/1 от 4 февраля 2022 года и сч.ф №5 от 18.07.2022г. Платежи за профессиональные, научные и технические услуги,"
603,2P1,Оплата по счету №219 от 23 июня 2023 
604,2P1,"За товары. Оплата за товар, согл.счета¶№1006 от 02.06.2022 г."
605,1X,Снятие
606,2P1,Оплата за курьерские услуги согл. сч. СЧ-ДЭК353 от 30.04.2023 Платежи за почтовые и курьерские услуги
607,1CР/С, Перевод собственных средств на карту Kaspi Gold *3279
608,2P1,За товары.
609,2P1,"Оплата за ТМЗ по накл.1635,1522,1626,1682  от 04.04.2022 Сумма 229 512-60 тенге в т.ч. НДС(Без НДС) 0-00 тенге Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713"
610,1П1,"Референс 2810322172 Оплата по счету №4255189 от 27.04.2023 Платежи за профессиональные, научные и технические услуги,"
611,2P1,"Оплата за товар по счету от 22.06.2021г(в том числе НДС = 2652.11). Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713¶"
612,1H2,ИПН за октябрь 2022
613,2P1,"Оплата по счету № СЧ-ДЭК472 от 25 июня 2023г за курьерские усл уги по договору № IM-KZ_ALM112-72 от 20апреля 2023г. Включая НДС 12% —616,11 ?. Платежи за почтовые и курьерские услуги"
614,2P1,За товары. счет N117658от¶03.05.23
615,2P1,"Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711,712 и 713 Оплата за фреон R410A согласно счета на оплату № 170 от 5 июня 2023 г.(в том числе НДС   140517.86)"
616,2P1,Операции по картам Kaspi Gold и другим картам за 10/11/2021
617,2P1,"За товары, счет на оплату №279 от 04.08.2023г"
618,2P1,"Оплата за ТМЦ по счету на оплату №485 №486 от 29.07.2023 (в том числе НДС = 18921.43 Платежи за товары, за исключением недвижимост и и товаров с кодами назначения платежей 711, 712 и 713, (филиал получ. No CASPKZKA)"
619,2P1,"оплата по счету № 117255 от¶28.04.2023г. (в том числе НДС =¶13¶577.14) Платежи за товары, за¶исключением недвижимости и¶товаров с код¶ами назначения платежей 711,¶712 и 713,"
620,2P1,"ЗА товар, согласно счета №3 от 14/02/2023 Сумма 4800000-00 KZT в т.ч. НДС(12%) 514 285-71 KZT Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
621,1H2,"Начисленные (исчисленные) и иные обязательства в бюджет. Hалог на добавленную стоимость на товары, импортируемые на территорию Республики Казахстан, кроме налога на добавленную стоимость на товары, импортируемые с территории РФ и Республики Беларусь"
622,2P1,"Оплата согласно счета №14 от 31.10.2022 Услуги согласно Приложения №1 к Договору конвертируемого займа №1 от 11.08.2022 г(третий транш) Платежи за профессиональные, научные и технические услуги,"
623,2P1,За товары. За кофе по счету 821 от 18/04в т.ч. НДС(12%) 5  719-50 тенге.
624,2P1,"Референс 2637094022 По счету 2 от 19.08.22¶за пшеницу Сумма 3 000 000-00 тенге в¶т.ч. НДС(12%) 321 428-57 тенге.Платежи за¶товары, за исключением недвижимости и¶товаров с КНП 711, 712 и 713"
625,2P1,"Оплата за услуги обучению по программе развития сог. сч.№1 от 22.08.2022г.Сумма 11 106 000-00 тенге без НДС Платежи за образовательные услуги,"
626,2P1,"Платежи за профессиональные, научные и технические услуги 1 транш разработка дизайн проетк. Безналичный перевод. ИИН\БИН получателя - 190340028827. Получатель – Товарищество С Ограниченной Ответственнос тью ""Akka Interiors"""
627,2P1,"за товар по счету № 1953 от 27.09.2022 г (в том числе НДС = 1  208,57 KZT)"
628,2P1,За товар 
629,2P1,Оплата за капсулы LF Qualita Oro согласно¶счета на оплату №893¶67 от 16.09.2022 г. и Договора №80129272 от¶23.08.2022 г. Сумма 10 560¶-00 тенге в т.ч. НДС(12%) 1 131-43 тенге
630,2P1,За товары. оплата за капсульный кофе по¶счету 6391 от 18.09.20¶22.
631,2P1,"Оплата за кофе по счету №92567 от¶17.10.2022г. (в том числе НД¶С = 2 262,86 KZT)"
632,2P1,За товары. За средства хим. по накл № 57 от 11.04.2023Сумма 188 500-00 тенге в т.ч. НДС(12%) 20 196-43 тенге.
633,2P1,"Счет № ТЭА-ГНУ-4116 от 11.05.2023. Платежи за товары, за исклю чением недвижимости и товаров с КНП 711, 712 и 713."
634,2P1,"За товары. Оплата за товар, согл.счета№578 от 15 апреля 2022  г."
635,2P1,"остаток за поглощающий аппарат 50% счет 12 от 12009.2022 договор 2022-6 от 15.09.2022 (в том числе НДС = 160714.29) Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
636,2P1,"Референс 2859729907 Согласно договору 24\04\2023.Сумма 2 600 000-00  тенге .. Платежи за профессиональные, научные и технические услуги.¶"
637,2P1,за капсулы кофе согл.сч.№91791 от 11.10.2022г. (филиал получ. No CASPKZKA)
638,1H1,"CO Пеня за июнь 2023г,"
639,2P1,"За товары. Согласно счета №273 от 02.08.23 г. С НДС: 169 285,71 тенге."
640,1C,"Прием вклада по депозитному договору № 01/ДФЛ/2022/082499N.Вкладчик Товарищество с ограниченной ответственностью ""Нетворк логистик""."
641,2P1,"За Капсула LF Tierra Wellness¶по Счету №886 от 28.04.2023г¶Сум¶ма 31 680-00 тенге в т.ч.¶НДС(12%) 3 394-29 тенге¶Платежи за товары,¶за исключением недвижимости¶и товаров с кодами назначения¶платежей 711¶, 712 и 713,"
642,2P1,"согласно счета на оплату №90222 от¶26.09.2022 Платежи за товар¶ы, за исключением недвижимости и товаров¶с кодами назначения платежей¶711, 712 и 713,"
643,2P1,За товар с-но счета №91885 от 11.10.2022г¶Сумма 15 840-00 тенг¶е в т.ч. НДС(12%) 1 697-14 тенге
644,2P1,"Оплата за кофе, согласно счета на о плату¶№90939 от 03/10/2022¶ Платежи за товары, за исключен"
645,2P1,"Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713.. В том числе НДС 12%, 8500,92 тг"
646,2P1,"Референс 2657898060 По счету 2 от 19.08.22¶за пшеницу Сумма 2 430 000-00 тенге в¶т.ч. НДС(12%) 260 357-14 тенге.Платежи за¶товары, за исключением недвижимости и¶товаров с КНП 711, 712 и 713"
647,1X,"ПЕРЕВОД (ДЕБЕТНАЯ ЧАСТЬ), P2P_MCBYUR,ForteBank,Almaty,KZ, "
648,2P1,"Автозапчасти, согласно счета на оплату¶№00000027 от 15.06.22 г., на сумму 127¶500-00 тенге, без НДС (филиал получ. No¶CASPKZKA)"
649,2P1,"Референс 2487741974 Оплата за услуги обучения по программе БПЛА для выполнения авиационных работ согласно счету на оплату №4 от 31.01.2022 Сумма 50 000-00 тенге Без НДС Платежи за профессиональные, научные и техническиеуслуги "
650,2P1,"За кофенапитки по сч № 93442 от 26 .10.22 г¶Приобретены на те¶рррк Платежи за товары, за исключен"
651,2P1,Платежи за почтовые и курьерские услуги Оплата за курьерские у слуги согласно № СЧ-ДЭК458 от 18.06.2023 года.(в том числе НДС6018. 38)
652,2P1,"За товары. Оплата за товары согласно ЭСФ за куриное филе."
653,2P1,Оплата за кофе согласно счета на оплату.¶Сумма 31 680-00 тенг¶е в т.ч. НДС(12%) 3 394-29 тенге
654,2P1,"Референс 2553573076 согласно трехсторонного договора №22/04/01 Куплипродажи пшеницы , между организациями ТОО ""Baitursun.kz"" , ТОО ""Аққөл Құс"" и ТОО ""Шымкент Құс"" (в том числе НДС = 214285.71) Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713"
655,1H1,ОПВ за июнь 2023г.
656,1X,3-DOSTYK GALMART SUPER
657,2P1,За товары. оплата согл накл №1572 от 29.03.22г.¶
658,2P1,"Оплата,согласно счета №395 от¶05.03.2022г. За товар. Платежи з¶а товары, за исключением¶недвижимости и товаров с кодами¶назначения пл¶атежей 711, 712 и 713"
659,2P1,"Счет № 5 от 22.05.23 \ ТЭА-МЕН-3452 от 13.04.2023. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713"
660,2P1,"Оплата за кофе в капсулах по сч№90879 от¶03.10.2022г.Сумма 21¶120-00 тенге в т.ч. НДС(12%) 2 262-86 тенге¶(в том числе НДС = 2262.86¶) Платежи за товары, за исключением¶недвижимости и товаров с кодами на¶значения платежей 711, 712 и 713,"
661,2P1,"Референс 2519782769 По счету 2 от 07\02.22¶за пшеницу в т.ч. в т.ч. НДС(12%)¶321 428-57 тенге.Платежи за товары, за¶исключением недвижимости и товаров с КНП¶711, 712 и 713"
662,2P1,"За товар (в том числе НДС = 107142.85) Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
663,2P1,Оплата за кофе согл. сч.№88913 от¶13.09.2022 г.Сумма 52 800-00¶ тенге в т.ч. НДС(12%) 5 657-14 тенге
664,1П1,"За профессиональные, научные и технические услуги. Согласно счета на оплату № 00000000306 от 10 ноября 2022 г"
665,2P1,"Оплата за капсулы согласно¶счета №117659 от 03 мая 2023г.¶Плат¶ежи за товары, за исключением¶недвижимости и товаров с¶кодами назначен¶ия платежей 711, 712 и 713,"
666,2P1,"Платежи за товары, за исключением¶недвижимости и товаров с код¶ ами назначения платежа 711,712 и 713 За¶кофе, по сч.№ 89069 от 14.09.¶ 2022г.Сумма 21 120-00 тенге в т.ч.¶НДС(12%) 2 262-86 тенге"
667,2P1,За товары. капсулы кофе.
668,2P1,"Оплата согл.счетов 85922 от 09.08.2022 г. и¶18.08.2022 г. Без¶НДС Платежи за товары, за исключением¶недвижимости и товаров с кодам¶и назначения платежей 711, 712 и 713,"
669,1C,"Погашение комиссий/расходов, № 110010/ОП9313-2022 от 22.04.2022, Выдача гарантий и контргарантий, Заемщик ТОО ""Korkem Alem""¶"
670,2P1,"За кофе по счету №90385 от 28.09.2022г.¶Платежи за товары, за¶исключением недвижимости и товаров с¶кодами назначения платежей 711, 7¶12 и 713"
671,2P1,Референс 2435791274 За членские взносы¶согласно счету №85 от 19\10\2021г.; Членские¶взносы.
672,2P1,"За товары. С НДС: 18  140,80 тенге."
673,2P1,"Оплата за курьерские услуги по счету № СЧ-ДЭК321от 30.04.2023г., Договор №ИМ-РК-ALM112-59 от 24.08.2022г., ТОО ""Аруна LTD."" Сумма 305 011-14 тенгев т.ч. НДС(12%) 32 679-77 тенге Платежи за почтовые и курьерские услуги "
674,2P1,"Оплата за кофе-капсулы согласно счету на¶оплату №91032 от 04.1¶0.2022г. (в том числе НДС = 3394.29)¶Платежи за товары, за исключением¶ недвижимости и товаров с кодами¶назначения платежей 711, 712 и 713"
675,2P1,Капсула LF Tierra Wellness Espr¶.Decerato 1уп*48 шт по счету №¶133161 от 14.08.2023г Платежи¶за товары
676,2P1,"Оплата за капсулы кофе по счеnу №91614 от¶10.10.2022. Сумма 21¶ 120-00 тенге без НДС Платежи за товары, за¶исключением недвижимости и¶ товаров с кодами назначения платежей 711,¶712 и 713,"
677,2P1,"ТМЦ по сч. №93497 от 26.10.22 Платежи за¶товары, за исключен"
678,1C,"Гарантийное обеспечение для участия в Аукционе по лоту No1 0N22203 по аукциону No 00506 код клиента turn101. НДС не облагается. Код брокера EVTB Гарантийный взнос,"
679,2P1,"Оплата счета №867485 от 26.08.2022 года,¶за капсулы Сумма 2¶1 120-00 тенге"
680,2P1,"заправка кофе Платежи за¶товары, за исключением¶недвижимости и¶ товаров с кодами назначения¶платежей 711, 712 и 713,"
681,2P1,"ОПЛАТА ПО СЧЕТУ .17 ОТ 16.11.2022 ГОДА СУММА 350 000-00 ТЕНГЕ БЕЗ НДС Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713 (филиал получ. No CASPKZKA)"
682,2P1,"«Оплата по счету № СЧ-ДЭК265 от 31 Марта 2023 г., за Курьерские услуги по договору № ИМ-РК-ALM112-89 от 9 Сентября 2022 г., в т.ч.НДС 1404.16 Платежи за почтовые и курьерские услуги"
683,2P1,За товары. Счёт на оплату #00000001081 от 09.06.2022 года.
684,2P1,"Оплата согл.счета № 79694 от 07.06.2022 г. за кофе Платежи за товары, за исключением недвижимости и товаров с кодами назначения плат ежей 711, 712 и 713,"
685,2P1,"Услуги АВР № 8 от 2022-04-18 , Сумма=736 500 Платежи за профессиональные, научные и технические услуги"
686,2P1,"Оплата за ТМЗ согласно счета №92531 от¶17/10/2022 Платежи за т¶овары, за исключен"
687,2P1,"ЗА КАПСУЛЫ ПО сч№90544от29092022 Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 71 3, (филиал получ. No CASPKZKA)"
688,2P1,"Оплата за товар(филе) по накладной № 0000000747 от 06.05.2022.Платежи за товары, за исключением недвижимости и товаров с КНП 711 , 712 и 713."
689,2P1,Оплата за капсулы на основании счета¶№2124 от 13.10.22г. Сумма¶ 31 680-00 тенге в т.ч. НДС(12%) 3 394-29¶тенге
690,2P1,"Оплата согласно счёта СЧ-ДЭК 314 от 30.04.2023 согласно договора IM-KZ-ALM 112-6 от 6.01.2023 Платежи за почтовые и курьерские услуги,"
691,1H2,Ндс с тс . Начисленные (исчисленные) и¶иные обязательства в бюджет
692,2P1,"В т.ч. НДС 3394.29 Платежи за товары, за¶исключением недвижим¶ости и товаров с кодами назначения¶платежей 711, 712 и 713"
693,1H2,Ндс с тс за июль 2022г. Начисленные (исчисленные) и иные обязательства в бюджет
694,1P,Возврат продаж с Kaspi.kz за 24.07.2022
695,1H2,Таможенные сборы по импорту¶из Италии. Начисленные¶(исчисленные) и иные¶обязательства в бюджет.¶Период : 05.2023.
696,2P1,СЧЕТ № СЧ-ДЭК346 от 30 Апреля 2023 г. В т.ч. НДС 299.07 Платежи за почтовые и курьерские услуги
